Siperfaqe Totale,Siperfaqe e Brendshme,Dhoma Gjumi,Kati,Statusi,Lloji,Mobiluar,Shikime,Hipoteka,Gjendja,Qera,Cmimi_per_m2,Vendndodhja,Cmimi_Real,Parashikim
110.0,110.0,2.0,3,Listimet e fundit,Apartament,Plotesisht i mobiluar,690.0,Po,Në dispozicion,jo,727.2727272727273,Durrës - ,80000.0,82033.36886002886
800.0,262.0,4.0,2,I Perdorur,Vile,Gjysme i mobiluar,2170.0,Po,Në dispozicion,jo,556.25,Vlorë - Tragjas,445000.0,376024.02747252746
1000.0,345.0,6.0,3,I Perdorur,Komercial,,508.0,Po,Në dispozicion,po,3.0,Tirana - ,3000.0,2002.0855399265804
65.0,65.0,2.0,5,I Perdorur,Apartament,Plotesisht i mobiluar,1109.0,Po,Në dispozicion,jo,2000.0,Tirana - Prane Ish Restorant Durresi,130000.0,131934.44294871794
97.0,97.0,2.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,782.0,Po,Në dispozicion,jo,670.1030927835052,Durrës - ,65000.0,68302.64344322344
110.0,93.0,2.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,1136.0,Po,Në dispozicion,jo,1000.0,Durrës - ,110000.0,111275.14991901377
63.0,63.0,1.0,,I Perdorur,Komercial,,527.0,Po,Në dispozicion,jo,1404.7619047619048,Kavajë - ,88500.0,90603.96854166666
63.0,63.0,1.0,5,Listimet e fundit,Apartament,,3155.0,Jo,Në dispozicion,jo,555.5555555555555,Durrës - ,35000.0,37771.195
64.0,56.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,92.0,Në proces certifikimi,Në dispozicion,jo,1153.59375,Durrës - ,73830.0,73901.45633981895
69.0,61.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,1176.0,Në proces certifikimi,Në dispozicion,jo,2499.2753623188405,Tirana - ,172450.0,173367.0729331779
99.0,69.0,1.0,1,Listimet e fundit,Tjeter,E pa mobiluar,302.0,Në proces certifikimi,Në dispozicion,jo,1404.040404040404,Vlorë - Lagja Pavaresia. Bulevardi Vlorë-Skelë,139000.0,138825.70992202728
71.0,61.0,1.0,4,I Perdorur,Apartament,E pa mobiluar,114.0,Në proces certifikimi,Në dispozicion,jo,2154.9295774647885,Tirana - ,153000.0,151981.5177849928
139.0,114.0,3.0,3,Listimet e fundit,Apartament,E pa mobiluar,1625.0,Po,Në dispozicion,jo,2302.1582733812947,Tirana - ,320000.0,317932.32666666666
116.0,77.0,2.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,544.0,Po,Në dispozicion,jo,948.2758620689655,Durrës - ,110000.0,106748.01953000021
100.0,100.0,1.0,1,I Perdorur,Komercial,E pa mobiluar,511.0,Po,Në dispozicion,jo,5500.0,Tirana - ,550000.0,547311.75
66.0,49.0,1.0,1,Listimet e fundit,Apartament,E pa mobiluar,229.0,Po,Në dispozicion,jo,3000.0,Vlorë - Rr.Dhimiter Konomi,198000.0,202234.47754803672
91.0,91.0,1.0,,I Perdorur,Tjeter,E pa mobiluar,351.0,Në proces certifikimi,Në dispozicion,jo,1833.6263736263736,Tirana - ,166860.0,166611.86666666667
60.0,52.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,758.0,Në proces certifikimi,Në dispozicion,jo,1100.0,Tirana - ,66000.0,66380.09518387959
60.0,53.0,1.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,1122.0,Po,Në dispozicion,jo,1100.0,Durrës - ,66000.0,66447.00764825636
136.0,144.0,2.0,7,I Perdorur,Apartament,Gjysme i mobiluar,429.0,Po,Në dispozicion,jo,2022.0588235294117,Tirana - Kopshti Zologjik,275000.0,279238.11833333335
108.0,92.0,1.0,5,Listimet e fundit,Apartament,E pa mobiluar,421.0,Jo,Në dispozicion,jo,802.5185185185185,Durrës - ,86672.0,88551.66222154777
52.0,52.0,1.0,1,I Perdorur,Tjeter,E pa mobiluar,207.0,Po,Në dispozicion,jo,826.9230769230769,Tirana - ,43000.0,45069.92
75.0,67.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,337.0,Jo,Në dispozicion,jo,3518.6666666666665,Vlorë - Porti i Jahteve,263900.0,255190.39149194007
90.0,80.0,2.0,,Listimet e fundit,Apartament,E pa mobiluar,309.0,Jo,Në dispozicion,jo,1438.888888888889,Tirana - Shkoze,129500.0,128537.4943290043
280.0,200.0,3.0,1,Listimet e fundit,Vile,Plotesisht i mobiluar,536.0,Po,Në dispozicion,jo,3107.1428571428573,Durrës - ,870000.0,783509.665
124.0,124.0,5.0,,Listimet e fundit,Tjeter,,684.0,Po,Në dispozicion,jo,725.8064516129032,Shkodër - ,90000.0,92183.89326534577
62.0,58.0,1.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,856.0,Po,Në dispozicion,jo,1370.967741935484,Durrës - ,85000.0,87312.16666666669
93.0,82.0,2.0,6,Në ndërtim,Apartament,E pa mobiluar,918.0,Në proces certifikimi,Në dispozicion,jo,3376.3440860215055,Tirana - ,314000.0,323313.72380952386
60.0,50.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,76.0,Në proces certifikimi,Në dispozicion,jo,1361.2166666666667,Durrës - ,81673.0,84202.09449999999
70.0,61.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,548.0,Në proces certifikimi,Në dispozicion,jo,1296.2857142857142,Durrës - ,90740.0,90746.75952627834
135.0,135.0,2.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,490.0,Po,Në dispozicion,po,14.814814814814815,Tirana - Rruga Nikolla Tupe,2000.0,1966.8499789099785
483.0,135.0,2.0,2,I Perdorur,Vile,E pa mobiluar,726.0,Po,Në dispozicion,jo,590.0621118012423,Tirana - ,285000.0,271998.7525464732
88.0,78.0,2.0,3,Listimet e fundit,Apartament,E pa mobiluar,32.0,Në proces certifikimi,Në dispozicion,jo,1295.5681818181818,Durrës - golem,114010.0,114028.78796256844
131.0,105.0,2.0,6,Në ndërtim,Apartament,E pa mobiluar,487.0,Në proces certifikimi,Në dispozicion,jo,2494.2748091603053,Tirana - Perballe Parkut Olimpik,326750.0,326620.59357142856
38.0,31.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,544.0,Jo,Në dispozicion,jo,1088.421052631579,Durrës - ,41360.0,40989.05135741342
76.0,69.0,1.0,,Listimet e fundit,Apartament,E pa mobiluar,31.0,Në proces certifikimi,Në dispozicion,jo,3309.2105263157896,Vlorë - ,251500.0,252918.04054226473
101.0,90.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,154.0,Në proces certifikimi,Në dispozicion,jo,1348.5247524752476,Durrës - ,136201.0,136778.8730952381
60.0,52.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,318.0,Në proces certifikimi,Në dispozicion,jo,1150.0,Durrës - ,69000.0,68916.84932338195
80.0,69.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,82.0,Jo,Në dispozicion,jo,1402.125,Durrës - ,112170.0,112315.24065540015
1300.0,1000.0,1.0,,I Perdorur,Tjeter,E pa mobiluar,108.0,Po,Në dispozicion,po,2.3076923076923075,Durrës - Rruga Bajram Tusha,3000.0,3261.224789119136
140.0,140.0,2.0,2,Në ndërtim,Komercial,E pa mobiluar,627.0,Po,Në dispozicion,po,15.714285714285714,Tirana - ,2200.0,2206.7970604395605
303.0,142.0,3.0,4,Listimet e fundit,Tjeter,Plotesisht i mobiluar,472.0,Po,Në dispozicion,jo,1551.1551155115512,"Tirana - Rr ""Peti"" prane liqenit Artificial",470000.0,447720.4755555556
101.0,101.0,2.0,4,I Perdorur,Apartament,E pa mobiluar,564.0,Po,Në dispozicion,jo,1386.1386138613861,Tirana - ,140000.0,139932.1345
145.0,100.0,2.0,10,I Perdorur,Apartament,Plotesisht i mobiluar,782.0,Po,Në dispozicion,jo,1620.6896551724137,Durrës - ,235000.0,237730.69254901962
460.0,460.0,7.0,,I Perdorur,Apartament,Plotesisht i mobiluar,507.0,Po,Në dispozicion,jo,1304.3478260869565,Durrës - ,600000.0,594462.205
112.0,94.0,2.0,3,Listimet e fundit,Apartament,E pa mobiluar,1819.0,Po,Rezervuar,jo,1500.0,Tirana - te zgjatimi i Rezidences Kodra e Diellit,168000.0,169801.7589148351
64.0,53.0,1.0,4,I Perdorur,Apartament,E pa mobiluar,352.0,Po,Në dispozicion,jo,1265.625,Durrës - Rezidenca Liburna,81000.0,79733.5616821235
91.0,80.0,2.0,3,Në ndërtim,Apartament,E pa mobiluar,672.0,Jo,Në dispozicion,jo,1300.0,Durrës - ,118300.0,118745.03599033816
106.0,106.0,1.0,1,I Perdorur,Tjeter,,712.0,Po,Në dispozicion,jo,1132.0754716981132,Durrës - Pranë Muzeut të Dëshmorëve. Durrës.,120000.0,122744.76912406918
342.0,342.0,7.0,,I Perdorur,Vile,Plotesisht i mobiluar,1153.0,Po,Në dispozicion,jo,877.1929824561404,Shkodër - Fakulteti Infermierise,300000.0,330719.37
70.0,60.0,1.0,3,I Perdorur,Apartament,E pa mobiluar,766.0,Po,Në dispozicion,jo,928.5714285714286,Durrës - ,65000.0,64987.79221922849
65.0,54.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,298.0,Në proces certifikimi,Në dispozicion,jo,1102.0307692307692,Durrës - ,71632.0,71415.1006361524
81.0,67.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,208.0,Jo,Në dispozicion,jo,1097.283950617284,Durrës - ,88880.0,87752.08124007938
900.0,700.0,8.0,3,I Perdorur,Vile,Plotesisht i mobiluar,704.0,Po,Në dispozicion,jo,444.44444444444446,Durrës - Ish Keneta,400000.0,402426.0416666666
124.0,108.0,2.0,2,Listimet e fundit,Apartament,Plotesisht i mobiluar,1085.0,Po,Në dispozicion,jo,2580.6451612903224,Tirana - ,320000.0,309862.91924242425
63.0,58.0,1.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,169.0,Po,Në dispozicion,jo,1301.5873015873017,Durrës - ,82000.0,82086.78684235207
112.0,112.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,794.0,Po,Në dispozicion,jo,1196.4285714285713,Tirana - Rruga 5 Maji,134000.0,133878.97517712173
660.0,420.0,6.0,4,Listimet e fundit,Vile,E pa mobiluar,50.0,Po,Në dispozicion,jo,833.3333333333334,Durrës - ,550000.0,598861.0831447963
128.0,128.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,120.0,Jo,Në dispozicion,jo,3094.921875,Vlorë - Santorini Rezidence Vlore,396150.0,394995.70023809525
66.0,53.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,168.0,Në proces certifikimi,Në dispozicion,jo,998.4848484848485,Durrës - ,65900.0,65806.28665336076
75.0,69.0,1.0,1,Listimet e fundit,Apartament,E pa mobiluar,34.0,Po,Në dispozicion,jo,1105.3333333333333,Durrës - ,82900.0,81354.57363836971
79.0,67.0,1.0,6,Listimet e fundit,Apartament,E pa mobiluar,87.0,Në proces certifikimi,Në dispozicion,jo,1203.7974683544303,Shëngjin - Kune,95100.0,95355.23049744699
121.0,108.0,2.0,1,Listimet e fundit,Apartament,Plotesisht i mobiluar,1044.0,Në proces certifikimi,Në dispozicion,jo,2851.2396694214876,Tirana - ,345000.0,341656.54090909095
100.0,87.0,2.0,2,Në ndërtim,Apartament,E pa mobiluar,883.0,Në proces certifikimi,Në dispozicion,jo,1180.0,Tirana - ,118000.0,118423.43591918451
68.0,61.0,1.0,2,Listimet e fundit,Apartament,E pa mobiluar,1189.0,Po,Në dispozicion,jo,900.0,Shkodër - ,61200.0,63597.370480207705
187.0,79.0,2.0,1,I Perdorur,Tjeter,Plotesisht i mobiluar,753.0,Po,Në dispozicion,jo,641.7112299465241,Durrës - ,120000.0,119909.25251831501
106.0,99.0,2.0,6,I Perdorur,Apartament,Plotesisht i mobiluar,265.0,Po,Rezervuar,jo,1396.2264150943397,Tirana - ,148000.0,147457.56847771673
62.0,52.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,243.0,Në proces certifikimi,Në dispozicion,jo,1207.741935483871,Durrës - ,74880.0,74829.10573946327
288.0,121.0,2.0,2,Në ndërtim,Vile,E pa mobiluar,443.0,Jo,Në dispozicion,jo,1447.9166666666667,Durrës - Turquoise Marina. Hamallaj,417000.0,426789.3838888889
95.0,79.0,1.0,2,Listimet e fundit,Apartament,E pa mobiluar,63.0,Në proces certifikimi,Në dispozicion,jo,3500.0,Vlorë - ,332500.0,327967.0535714286
120.0,102.0,2.0,5,I Perdorur,Apartament,,932.0,Po,Në dispozicion,jo,1583.3333333333333,Sarandë - ,190000.0,188228.26699383947
143.0,127.0,2.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,367.0,Në proces certifikimi,Në dispozicion,jo,2727.2727272727275,Sarandë - ,390000.0,393888.7366666667
2458.0,2458.0,1.0,,I Perdorur,Toke,E pa mobiluar,609.0,Po,Në dispozicion,jo,28.478437754271766,Durrës - ,70000.0,137634.05
111.0,96.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,203.0,Në proces certifikimi,Në dispozicion,jo,945.9459459459459,Tirana - ,105000.0,104215.18395626976
95.0,86.0,2.0,2,I Perdorur,Tjeter,Gjysme i mobiluar,122.0,Po,Në dispozicion,jo,2105.2631578947367,Vlorë - ,200000.0,200263.0
102.0,86.0,2.0,1,Listimet e fundit,Apartament,E pa mobiluar,309.0,Në proces certifikimi,Në dispozicion,jo,1502.9411764705883,Durrës - ,153300.0,153008.082769314
99.0,99.0,2.0,3,I Perdorur,Apartament,Gjysme i mobiluar,947.0,Po,Në dispozicion,jo,1191.919191919192,Durrës - Ish Kirurgjia,118000.0,117186.91199244703
75.0,62.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,546.0,Jo,Në dispozicion,jo,1250.0,Durrës - ,93750.0,93764.21338643726
125.0,100.0,2.0,14,I Perdorur,Apartament,Plotesisht i mobiluar,1494.0,Në proces certifikimi,Në dispozicion,jo,2880.0,Tirana - RR. E KAVAJES,360000.0,354851.8164285714
107.0,90.0,2.0,6,Në ndërtim,Apartament,E pa mobiluar,316.0,Në proces certifikimi,Në dispozicion,jo,1551.4018691588785,Tirana - ,166000.0,167112.6016645781
74.0,74.0,2.0,3,I Perdorur,Apartament,E pa mobiluar,567.0,Po,Rezervuar,jo,810.8108108108108,Durrës - Spitalle,60000.0,60127.91386022219
71.0,62.0,1.0,5,I Perdorur,Apartament,E pa mobiluar,74.0,Në proces certifikimi,Në dispozicion,jo,1300.0,Vlorë - ,92300.0,92164.59418083647
115.0,104.0,2.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,251.0,Po,Në dispozicion,jo,2217.391304347826,Vlorë - ,255000.0,255162.92833333334
153.0,123.0,3.0,5,Në ndërtim,Apartament,E pa mobiluar,171.0,Në proces certifikimi,Në dispozicion,jo,3384.1176470588234,Tirana - ,517770.0,524610.7
112.0,96.0,2.0,5,Listimet e fundit,Apartament,E pa mobiluar,142.0,Jo,Në dispozicion,jo,1203.2142857142858,Durrës - ,134760.0,133191.6749528279
63.0,57.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,231.0,Në proces certifikimi,Në dispozicion,jo,1804.5714285714287,Durrës - ,113688.0,114143.48
73.0,61.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,221.0,Jo,Në dispozicion,jo,1255.4794520547946,Durrës - Golem,91650.0,91701.9689960829
100.0,91.0,2.0,2,I Perdorur,Apartament,E pa mobiluar,2122.0,Po,Rezervuar,jo,1590.0,Tirana - ALI DEMI,159000.0,158671.3157142857
187.0,110.0,3.0,1,I Perdorur,Tjeter,E pa mobiluar,1160.0,Po,Në dispozicion,jo,1577.5401069518716,Tirana - ,295000.0,299909.585
177.0,153.0,3.0,2,Në ndërtim,Apartament,E pa mobiluar,559.0,Në proces certifikimi,Në dispozicion,jo,2200.0,Tirana - ,389400.0,385258.5829365079
30.0,30.0,1.0,,I Perdorur,Komercial,Plotesisht i mobiluar,342.0,Po,Në dispozicion,jo,2166.6666666666665,Tirana - ,65000.0,67810.4
89.0,89.0,2.0,1,I Perdorur,Tjeter,Plotesisht i mobiluar,133.0,Po,Në dispozicion,jo,2808.9887640449438,Vlorë - ,250000.0,250961.87807017541
650.0,323.0,7.0,,I Perdorur,Vile,Plotesisht i mobiluar,2634.0,Po,Në dispozicion,jo,553.8461538461538,Tirana - ,360000.0,339928.54462939024
226.0,200.0,3.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,801.0,Po,Në dispozicion,po,11.061946902654867,Tirana - ,2500.0,2359.215182992389
178.0,122.0,2.0,5,Listimet e fundit,Apartament,E pa mobiluar,402.0,Po,Në dispozicion,po,8.98876404494382,Tirana - ,1600.0,1519.7528251114848
47.0,41.0,1.0,4,Në ndërtim,Tjeter,E pa mobiluar,188.0,Në proces certifikimi,Në dispozicion,jo,1107.0212765957447,Durrës - ,52030.0,52294.89418593905
200.0,171.0,3.0,9,Listimet e fundit,Apartament,E pa mobiluar,567.0,Në proces certifikimi,Në dispozicion,jo,3800.0,Tirana - Rruga Kristo Luarasi,760000.0,736144.85
56.0,56.0,1.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,296.0,Po,Në dispozicion,jo,2410.714285714286,Tirana - ,135000.0,136568.3116883117
73.0,64.0,1.0,4,Listimet e fundit,Apartament,E pa mobiluar,320.0,Në proces certifikimi,Në dispozicion,jo,1200.0,Durrës - ,87600.0,88168.27475400554
119.0,108.0,2.0,,Në ndërtim,Vile,E pa mobiluar,194.0,Jo,Në dispozicion,jo,2605.0420168067226,Durrës - Gjiri i Lalezit,310000.0,304882.2175757576
325.0,310.0,3.0,1-3,I Perdorur,Tjeter,Plotesisht i mobiluar,206.0,Po,Në dispozicion,jo,769.2307692307693,Elbasan - Elbasan,250000.0,249176.12679738563
147.0,127.0,2.0,1,I Perdorur,Apartament,E pa mobiluar,152.0,Në proces certifikimi,Në dispozicion,jo,2100.0,Tirana - Tulipan Residence,308700.0,309036.71166666667
47.0,41.0,1.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,213.0,Po,Në dispozicion,jo,1808.5106382978724,Tirana - ,85000.0,86448.519
330.0,170.0,2.0,,Listimet e fundit,Apartament,Plotesisht i mobiluar,516.0,Po,Në dispozicion,po,3.787878787878788,Tirana - Depot e Ujit,1250.0,1570.478499962425
62.0,52.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,251.0,Jo,Në dispozicion,jo,1814.516129032258,Durrës - Mali i robit,112500.0,113642.28
79.0,67.0,1.0,5,Listimet e fundit,Apartament,E pa mobiluar,61.0,Në proces certifikimi,Në dispozicion,jo,1203.7974683544303,Shëngjin - Kune,95100.0,95341.29327522477
319.0,251.0,4.0,,Në ndërtim,Vile,E pa mobiluar,69.0,Në proces certifikimi,Në dispozicion,jo,1730.4075235109717,Tirana - ,552000.0,550122.72
70.0,62.0,2.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,235.0,Po,Në dispozicion,jo,2357.1428571428573,Vlorë - Rruga '' Llambro Rexho '',165000.0,164702.05824596973
330.0,170.0,3.0,,I Perdorur,Vile,Plotesisht i mobiluar,860.0,Po,Në dispozicion,jo,1363.6363636363637,Tirana - ,450000.0,456030.5722222222
130.0,127.0,1.0,,Listimet e fundit,Komercial,E pa mobiluar,223.0,Në proces certifikimi,Në dispozicion,po,15.384615384615385,Tirana - ,2000.0,2057.68873015873
72.0,63.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,117.0,Jo,Në dispozicion,jo,1303.611111111111,Durrës - Qerret,93860.0,93925.99367068041
95.0,82.0,2.0,2,Në ndërtim,Apartament,E pa mobiluar,256.0,Në proces certifikimi,Në dispozicion,jo,1842.1052631578948,Tirana - ,175000.0,173520.27333333335
190.0,150.0,3.0,,Listimet e fundit,Tjeter,Plotesisht i mobiluar,272.0,Po,Në dispozicion,jo,3157.8947368421054,Tirana - ,600000.0,590437.4766666667
135.0,117.0,2.0,3,Në ndërtim,Apartament,E pa mobiluar,16.0,Në proces certifikimi,Në dispozicion,jo,1994.0740740740741,Tirana - ,269200.0,269632.45
53.0,47.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,360.0,Në proces certifikimi,Në dispozicion,jo,1311.2830188679245,Durrës - ,69498.0,65828.48330398522
77.0,67.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,87.0,Jo,Në dispozicion,jo,1805.1948051948052,Tirana - Ali Demi,139000.0,139200.17868489402
84.0,68.0,1.0,2,Listimet e fundit,Apartament,E pa mobiluar,135.0,Në proces certifikimi,Në dispozicion,jo,1001.1904761904761,Durrës - ,84100.0,84239.1492538156
140.0,120.0,3.0,9,Listimet e fundit,Apartament,E pa mobiluar,467.0,Jo,Në dispozicion,jo,2607.1428571428573,Tirana - ,365000.0,361918.1466666667
83.0,83.0,2.0,,I Perdorur,Tjeter,E pa mobiluar,224.0,Po,Në dispozicion,jo,2200.0,Durrës - ,182600.0,187099.59555555557
53.0,46.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,77.0,Në proces certifikimi,Në dispozicion,jo,1147.8301886792453,Durrës - ,60835.0,59906.272642232776
145.0,123.0,2.0,1,Listimet e fundit,Apartament,E pa mobiluar,91.0,Jo,Në dispozicion,jo,2517.2413793103447,Tirana - Residenca Tulipan. Mjull-Bathore,365000.0,358831.9033333334
3500.0,490.0,8.0,2,I Perdorur,Tjeter,,982.0,Po,Në dispozicion,jo,74.28571428571429,Shkodër - ,260000.0,371120.305
41.0,35.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,258.0,Jo,Në dispozicion,jo,1507.3170731707316,Durrës - Qerret,61800.0,61981.31111111111
116.0,116.0,1.0,,Në ndërtim,Komercial,E pa mobiluar,47.0,Në proces certifikimi,Në dispozicion,jo,4978.448275862069,Tirana - ,577500.0,564127.5
122.0,103.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,188.0,Në proces certifikimi,Në dispozicion,jo,1473.9344262295083,Tirana - ,179820.0,181667.4562644994
75.0,64.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,134.0,Në proces certifikimi,Në dispozicion,jo,1546.6666666666667,Tirana - Rruga Siri Kodra,116000.0,115392.81098233022
521.0,441.0,8.0,3,Listimet e fundit,Komercial,Plotesisht i mobiluar,1582.0,Po,Në dispozicion,jo,1631.4779270633396,Durrës - ,850000.0,805386.35
70.0,60.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,55.0,Jo,Në dispozicion,jo,1391.4285714285713,Durrës - ,97400.0,97665.2922258297
30.0,30.0,1.0,,I Perdorur,Tjeter,Plotesisht i mobiluar,144.0,Po,Në dispozicion,jo,300.0,Tirana - ,9000.0,19079.2
80.0,80.0,1.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,467.0,Po,Në dispozicion,jo,2487.5,Tirana - ,199000.0,200612.4125
337.0,337.0,4.0,,Në ndërtim,Vile,E pa mobiluar,379.0,Në proces certifikimi,Në dispozicion,jo,2378.1750741839764,Tirana - ,801445.0,798698.60375
125.0,110.0,2.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,357.0,Në proces certifikimi,Në dispozicion,jo,2080.0,Tirana - Komuna e Parisit,260000.0,261933.99272727274
68.0,59.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,51.0,Jo,Në dispozicion,jo,1395.0735294117646,Durrës - ,94865.0,95481.89117893217
300.0,280.0,9.0,,I Perdorur,Komercial,E pa mobiluar,341.0,Po,Në dispozicion,po,5.0,Tirana - ,1500.0,1656.8603715728716
134.0,121.0,2.0,5,I Perdorur,Apartament,Plotesisht i mobiluar,228.0,Jo,Në dispozicion,po,8.955223880597014,Tirana - Ish Fusha e Aviacionit,1200.0,1206.9560992559586
220.0,220.0,3.0,8,Listimet e fundit,Komercial,E pa mobiluar,41.0,Po,Në dispozicion,po,15.0,Tirana - ,3300.0,3238.33446969697
123.9,114.6,2.0,3,Në ndërtim,Apartament,E pa mobiluar,209.0,Jo,Në dispozicion,jo,1000.8071025020178,Durrës - Golem,124000.0,124338.25302794429
94.0,82.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,524.0,Në proces certifikimi,Në dispozicion,jo,1819.1489361702127,Sarandë - Rruga Mitat Hoxha,171000.0,171321.335
125.0,113.0,2.0,3,Në ndërtim,Apartament,E pa mobiluar,238.0,Në proces certifikimi,Në dispozicion,jo,802.56,Kavajë - ,100320.0,100217.18572179208
111.0,102.0,3.0,3,I Perdorur,Tjeter,Plotesisht i mobiluar,276.0,Po,Në dispozicion,jo,4054.054054054054,Tirana - ,450000.0,471571.925
135.0,135.0,3.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,234.0,Po,Në dispozicion,jo,3000.0,Tirana - ,405000.0,397784.05
77.0,69.0,1.0,4,Listimet e fundit,Apartament,E pa mobiluar,242.0,Në proces certifikimi,Në dispozicion,jo,1802.3376623376623,Durrës - ,138780.0,137953.80039990126
740.0,672.0,10.0,1,I Perdorur,Tjeter,,526.0,Po,Në dispozicion,jo,1243.2432432432433,Tirana - Haxhi Hysen Dalliu,920000.0,813925.0831447965
360.0,360.0,4.0,3,I Perdorur,Vile,,904.0,Po,Në dispozicion,po,13.88888888888889,Tirana - ,5000.0,4961.835022287653
104.0,76.0,2.0,4,Listimet e fundit,Apartament,E pa mobiluar,352.0,Në proces certifikimi,Në dispozicion,jo,1692.3076923076924,Vlorë - ,176000.0,175588.90083333332
132.0,109.0,2.0,2,I Perdorur,Apartament,E pa mobiluar,325.0,Në proces certifikimi,Në dispozicion,jo,2406.181818181818,Tirana - Rezidenca Altea,317616.0,318713.78833333333
28.0,28.0,1.0,,I Perdorur,Komercial,,641.0,Po,Në dispozicion,jo,2000.0,Tirana - ,56000.0,59794.0
125.0,105.0,2.0,3,I Perdorur,Apartament,E pa mobiluar,813.0,Po,Në dispozicion,jo,2064.0,Tirana - ,258000.0,259426.21772727274
47.0,47.0,1.0,3,I Perdorur,Tjeter,Plotesisht i mobiluar,131.0,Po,Në dispozicion,jo,2021.276595744681,Vlorë - ,95000.0,99763.5
60.0,50.0,1.0,5,Listimet e fundit,Apartament,Plotesisht i mobiluar,736.0,Në proces certifikimi,Në dispozicion,jo,1666.6666666666667,Durrës - ,100000.0,100214.16666666666
107.0,107.0,2.0,1,Listimet e fundit,Apartament,,1127.0,Po,Në dispozicion,jo,2336.448598130841,Tirana - ,250000.0,253833.4752094027
50.0,50.0,1.0,1,I Perdorur,Apartament,Plotesisht i mobiluar,459.0,Po,Në dispozicion,jo,3000.0,Sarandë - ,150000.0,157367.70833333334
450.0,150.0,2.0,1,I Perdorur,Tjeter,,940.0,Po,Në dispozicion,jo,511.1111111111111,Tirana - ,230000.0,220631.54144768274
69.0,60.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,172.0,Jo,Në dispozicion,jo,1191.304347826087,Durrës - Mali i robit.Golem!,82200.0,82183.29092098388
105.0,91.0,2.0,4,Në ndërtim,Apartament,E pa mobiluar,348.0,Në proces certifikimi,Në dispozicion,jo,1200.0,Tirana - ,126000.0,125769.60055270932
580.0,580.0,1.0,,I Perdorur,Komercial,,562.0,Jo,Në dispozicion,po,8.620689655172415,Tirana - ,5000.0,5141.559217171717
78.0,67.0,1.0,4,I Perdorur,Apartament,E pa mobiluar,98.0,Jo,Në dispozicion,jo,1092.948717948718,Tirana - Rruga Lidhja e Prizrenit,85250.0,84437.0033754345
117.0,90.0,2.0,6,I Perdorur,Apartament,E pa mobiluar,313.0,Po,Në dispozicion,jo,1623.931623931624,Sarandë - Rruga Mitat Hoxha,190000.0,188440.61123987127
136.0,119.0,2.0,3,Në ndërtim,Apartament,E pa mobiluar,61.0,Në proces certifikimi,Në dispozicion,jo,1694.264705882353,Tirana - ,230420.0,229400.14901934323
