Siperfaqe Totale,Siperfaqe e Brendshme,Dhoma Gjumi,Kati,Statusi,Lloji,Mobiluar,Shikime,Hipoteka,Gjendja,Qera,Cmimi_per_m2,Vendndodhja,Cmimi_Real,Parashikim
61.0,52.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,648.0,Në proces certifikimi,Rezervuar,jo,1508.1967213114754,Tirana - ,92000.0,91743.27103174603
363.0,380.0,4.0,1,I Perdorur,Vile,Plotesisht i mobiluar,76.0,Po,Në dispozicion,jo,840.2203856749311,Shkodër - Tophane,305000.0,327473.0423529412
136.0,117.0,2.0,1,Listimet e fundit,Apartament,E pa mobiluar,631.0,Në proces certifikimi,Në dispozicion,jo,3924.301470588235,Vlorë - Rr. Bregdet Jale,533705.0,540742.0
71.0,62.0,1.0,5,I Perdorur,Apartament,E pa mobiluar,37.0,Në proces certifikimi,Në dispozicion,jo,1300.0,Vlorë - ,92300.0,92164.59418083647
450.0,310.0,6.0,1,Listimet e fundit,Vile,Gjysme i mobiluar,549.0,Po,Në dispozicion,jo,1066.6666666666667,Tirana - ,480000.0,473071.1164285714
94.0,81.0,2.0,2,c21al-new.in_project,Apartament,E pa mobiluar,401.0,Në proces certifikimi,Në dispozicion,jo,1489.3617021276596,Tirana - Fusha e Aviacionit,140000.0,140304.1036935379
300.0,96.0,2.0,,I Perdorur,Tjeter,E pa mobiluar,121.0,Po,Në dispozicion,jo,533.3333333333334,Durrës - ,160000.0,167583.65516729644
114.0,100.0,2.0,4,Listimet e fundit,Apartament,Plotesisht i mobiluar,1814.0,Po,Në dispozicion,jo,921.0526315789474,Tirana - Institut Kamez,105000.0,102806.86769302071
150.0,119.0,2.0,,I Perdorur,Apartament,E pa mobiluar,421.0,Në proces certifikimi,Në dispozicion,jo,2400.0,Tirana - Rezidenca Altea,360000.0,360430.81194444443
71.0,61.0,1.0,8,Në ndërtim,Apartament,E pa mobiluar,578.0,Jo,Në dispozicion,jo,1454.0845070422536,Tirana - ,103240.0,103673.09912240537
200.0,149.0,3.0,2,I Perdorur,Tjeter,Plotesisht i mobiluar,366.0,Po,Në dispozicion,jo,1600.0,Tirana - ,320000.0,316969.2261904762
128.0,110.0,2.0,6,Listimet e fundit,Apartament,E pa mobiluar,420.0,Në proces certifikimi,Në dispozicion,jo,1453.125,"Tirana - Rruga ""Dritan Hoxha""",186000.0,185092.74501984127
116.0,91.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,436.0,Në proces certifikimi,Në dispozicion,jo,3274.137931034483,Durrës - Currila Coast,379800.0,380714.2004166667
452.0,281.0,3.0,,Listimet e fundit,Vile,E pa mobiluar,450.0,Në proces certifikimi,Në dispozicion,jo,1318.58407079646,Tirana - ,596000.0,583210.0176190475
117.0,117.0,2.0,1,Listimet e fundit,Apartament,Plotesisht i mobiluar,763.0,Jo,Në dispozicion,jo,1444.4444444444443,Tirana - Farke. LakeLand Residence,169000.0,170423.58333333337
65.0,52.0,1.0,4,Listimet e fundit,Apartament,E pa mobiluar,344.0,Në proces certifikimi,Në dispozicion,jo,1276.923076923077,Durrës - ,83000.0,81681.71613654973
81.0,72.0,2.0,5,I Perdorur,Apartament,Plotesisht i mobiluar,1816.0,Po,Në dispozicion,jo,2345.679012345679,Vlorë - ,190000.0,188305.94046153847
183.0,183.0,3.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,419.0,Po,Në dispozicion,jo,1803.27868852459,Durrës - Qendra e Durresit,330000.0,331236.9855882353
235.0,199.0,3.0,11,I Perdorur,Tjeter,Plotesisht i mobiluar,367.0,Po,Në dispozicion,jo,978.7234042553191,Durrës - ,230000.0,226351.02777777775
118.0,118.0,2.0,8,Listimet e fundit,Apartament,Plotesisht i mobiluar,769.0,Po,Në dispozicion,jo,1000.0,Shkodër - Xhabije,118000.0,116092.41335832443
66.0,49.0,1.0,1,Listimet e fundit,Apartament,E pa mobiluar,227.0,Në proces certifikimi,Në dispozicion,jo,2986.3636363636365,Vlorë - Rr.Dhimiter Konomi,197100.0,197771.8441269841
67.0,56.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,421.0,Në proces certifikimi,Në dispozicion,jo,1193.2835820895523,Durrës - ,79950.0,79836.44544921744
75.0,72.0,2.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,299.0,Po,Në dispozicion,jo,2506.6666666666665,Tirana - Rruga e Kavajes,188000.0,188029.4726893939
79.0,69.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,427.0,Në proces certifikimi,Në dispozicion,jo,1050.632911392405,Tirana - Paskuqan,83000.0,83052.3497238281
90.0,90.0,1.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,64.0,Po,Në dispozicion,jo,2722.222222222222,Vlorë - ,245000.0,246765.82807017546
664.0,447.0,4.0,3,I Perdorur,Vile,Plotesisht i mobiluar,172.0,Po,Në dispozicion,po,8.734939759036145,Tirana - ,5800.0,5199.491934454435
93.0,83.0,2.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,522.0,Po,Në dispozicion,po,13.978494623655914,Tirana - ,1300.0,1355.7876036218688
330.0,330.0,5.0,,Listimet e fundit,Vile,E pa mobiluar,106.0,Po,Në dispozicion,po,9.090909090909092,Tirana - ,3000.0,3269.8319042069047
86.0,77.0,2.0,,Në ndërtim,Apartament,E pa mobiluar,62.0,Në proces certifikimi,Në dispozicion,jo,1312.7906976744187,Durrës - ,112900.0,111624.85896392714
150.0,130.0,1.0,1,I Perdorur,Komercial,E pa mobiluar,442.0,Po,Në dispozicion,po,20.0,Tirana - Laprakë,3000.0,2942.372115384615
37.0,33.0,1.0,4,Në ndërtim,Tjeter,E pa mobiluar,191.0,Në proces certifikimi,Në dispozicion,jo,1091.081081081081,Durrës - ,40370.0,40448.299687943996
62.0,54.0,1.0,4,I Perdorur,Apartament,Gjysme i mobiluar,658.0,Po,Në dispozicion,jo,1245.967741935484,Durrës - ,77250.0,75965.1063083612
72.0,63.0,1.0,5,I Perdorur,Apartament,E pa mobiluar,51.0,Në proces certifikimi,Në dispozicion,jo,1300.0,Vlorë - ,93600.0,93545.21309088438
46.0,40.0,1.0,,Në ndërtim,Apartament,E pa mobiluar,409.0,Jo,Në dispozicion,jo,1969.5652173913043,Durrës - ,90600.0,89463.67333333334
71.0,62.0,1.0,1,I Perdorur,Apartament,Gjysme i mobiluar,175.0,Po,Në dispozicion,jo,873.2394366197183,Tirana - ,62000.0,63828.28759983482
86.0,77.0,2.0,1,I Perdorur,Apartament,Plotesisht i mobiluar,1161.0,Po,Në dispozicion,jo,2441.860465116279,Tirana - ,210000.0,206270.10595238098
126.0,105.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,1040.0,Në proces certifikimi,Në dispozicion,jo,1150.7936507936508,Tirana - Rruga 'Demokracia' Paskuqan,145000.0,143014.3931458285
46.0,46.0,1.0,,I Perdorur,Tjeter,Plotesisht i mobiluar,1461.0,Po,Në dispozicion,jo,3260.8695652173915,Tirana - Komuna e Parisit,150000.0,147170.935
56.0,128.0,3.0,2,I Perdorur,Vile,Plotesisht i mobiluar,528.0,Po,Në dispozicion,jo,2946.4285714285716,Tirana - ,165000.0,217415.5333333333
86.0,69.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,213.0,Në proces certifikimi,Në dispozicion,jo,3353.720930232558,Tirana - ,288420.0,279823.3417532468
81.0,71.0,2.0,5,Listimet e fundit,Apartament,Gjysme i mobiluar,698.0,Po,Në dispozicion,jo,1296.2962962962963,Tirana - Yzberisht,105000.0,103546.85194444444
37.0,33.0,1.0,3,Në ndërtim,Tjeter,E pa mobiluar,190.0,Jo,Në dispozicion,jo,1091.081081081081,Durrës - ,40370.0,40547.277187944
69.0,59.0,1.0,4,Listimet e fundit,Apartament,E pa mobiluar,40.0,Jo,Në dispozicion,jo,1298.1159420289855,Durrës - ,89570.0,89497.7006061342
74.0,63.0,1.0,8,Në ndërtim,Apartament,E pa mobiluar,118.0,Në proces certifikimi,Në dispozicion,jo,1560.8108108108108,Tirana - ,115500.0,115126.61394102957
107.0,107.0,2.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,2472.0,Po,Rezervuar,jo,1962.6168224299065,Tirana - ,210000.0,210089.16722222223
56.0,51.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,207.0,Jo,Në dispozicion,jo,1309.2857142857142,Durrës - Golem,73320.0,73545.85568181817
420.0,420.0,6.0,3,I Perdorur,Vile,,525.0,Po,Në dispozicion,po,3.5714285714285716,Tirana - ,1500.0,1779.8765609000263
72.0,72.0,2.0,8,I Perdorur,Apartament,E pa mobiluar,207.0,Po,Në dispozicion,po,19.444444444444443,Tirana - ,1400.0,1479.2986111111113
75.0,67.0,1.0,5,I Perdorur,Apartament,E pa mobiluar,89.0,Po,Në dispozicion,jo,1066.6666666666667,Durrës - Prane Kompleksit  Florida,80000.0,79834.8395839242
80.0,62.0,1.0,,I Perdorur,Apartament,Plotesisht i mobiluar,232.0,Po,Në dispozicion,jo,2125.0,Sarandë - ,170000.0,167410.72142857144
102.0,94.0,2.0,7,I Perdorur,Apartament,Plotesisht i mobiluar,792.0,Po,Rezervuar,jo,1323.5294117647059,Sarandë - Rruga nr. 5,135000.0,134118.65921218487
85.0,77.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,135.0,Jo,Në dispozicion,jo,1990.5882352941176,Tirana - ,169200.0,169261.20833077884
69.0,60.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,149.0,Jo,Në dispozicion,jo,1191.304347826087,Durrës - ,82200.0,82175.11950248572
50.0,42.0,2.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,1524.0,Po,Në dispozicion,jo,1600.0,Durrës - ,80000.0,80699.58405952381
180.0,135.0,3.0,2,Në ndërtim,Vile,E pa mobiluar,360.0,Jo,Në dispozicion,jo,1800.0,Durrës - ,324000.0,325440.64201680676
56.0,47.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,236.0,Jo,Në dispozicion,jo,1245.5357142857142,Durrës - Golem,69750.0,69883.90967425848
56.0,51.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,169.0,Jo,Në dispozicion,jo,1304.642857142857,Durrës - Golem,73060.0,72489.28566945554
45.0,41.0,1.0,4,Në ndërtim,Apartament,E pa mobiluar,328.0,Në proces certifikimi,Në dispozicion,jo,1396.888888888889,Durrës - Qerret,62860.0,63074.34263888889
107.0,107.0,3.0,5,I Perdorur,Apartament,,1132.0,Po,Në dispozicion,jo,700.9345794392524,Durrës - Stadiumi,75000.0,79319.10913711289
76.0,66.0,2.0,,Listimet e fundit,Apartament,Gjysme i mobiluar,1105.0,Po,Në dispozicion,jo,1065.7894736842106,Durrës - ,81000.0,82598.32633629529
75.0,69.0,2.0,5,I Perdorur,Apartament,Plotesisht i mobiluar,76.0,Po,Në dispozicion,jo,2626.6666666666665,Vlorë - ,197000.0,197913.4214094239
80.0,64.0,1.0,6,Listimet e fundit,Apartament,E pa mobiluar,151.0,Në proces certifikimi,Në dispozicion,jo,1095.875,Durrës - ,87670.0,86525.6339352453
296.0,131.0,3.0,2,Listimet e fundit,Vile,E pa mobiluar,160.0,Në proces certifikimi,Në dispozicion,jo,1864.0743243243244,Durrës - ,551766.0,496167.84785714286
137.0,127.0,2.0,1,I Perdorur,Komercial,Gjysme i mobiluar,322.0,Po,Në dispozicion,jo,2700.7299270072995,Tirana - ,370000.0,373674.6316666667
126.0,107.0,2.0,3,Listimet e fundit,Apartament,E pa mobiluar,250.0,Po,Në dispozicion,po,11.11111111111111,Tirana - ,1400.0,1401.2565502297412
77.0,61.0,2.0,,c21al-new.in_project,Apartament,E pa mobiluar,745.0,Jo,Në dispozicion,jo,1098.5714285714287,Durrës - Golem,84590.0,84455.82269058138
160.0,145.0,3.0,2,I Perdorur,Tjeter,Plotesisht i mobiluar,145.0,Po,Në dispozicion,po,7.5,Tirana - ,1200.0,1335.6773878736017
93.0,78.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,149.0,Në proces certifikimi,Në dispozicion,jo,1302.516129032258,Durrës - ,121134.0,121493.68737922703
620.0,351.0,4.0,3,I Perdorur,Vile,Plotesisht i mobiluar,994.0,Po,Në dispozicion,jo,967.741935483871,Tirana - ,600000.0,591917.5
70.0,63.0,1.0,8,I Perdorur,Apartament,Plotesisht i mobiluar,227.0,Po,Në dispozicion,jo,1828.5714285714287,Vlorë - Bulevardi Ismail Qemali,128000.0,128307.97177692894
337.0,199.0,3.0,10,Listimet e fundit,Apartament,E pa mobiluar,673.0,Po,Në dispozicion,jo,1231.454005934718,Tirana - Prane Fakultetit Ekonomik,415000.0,413856.45547619055
66.0,48.0,1.0,5,I Perdorur,Komercial,E pa mobiluar,335.0,Po,Në dispozicion,jo,2000.0,Durrës - ,132000.0,133570.2875
71.0,60.0,2.0,3,I Perdorur,Apartament,E pa mobiluar,190.0,Po,Në dispozicion,jo,3211.2676056338028,Himarë - ,228000.0,233165.23637938595
91.0,80.0,2.0,2,I Perdorur,Apartament,E pa mobiluar,399.0,Jo,Në dispozicion,jo,1300.0,Durrës - Rruga e Fshatrave Turistik.  Qerret,118300.0,118288.29083809523
57.0,46.0,1.0,6,I Perdorur,Apartament,Plotesisht i mobiluar,54.0,Po,Në dispozicion,jo,2280.7017543859647,Vlorë - ,130000.0,130172.38189588189
277.0,277.0,3.0,,Në ndërtim,Vile,E pa mobiluar,585.0,Në proces certifikimi,Në dispozicion,jo,2404.3321299638988,Tirana - Lundër. Tiranë,666000.0,668252.5095787547
111.0,97.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,65.0,Në proces certifikimi,Në dispozicion,jo,1650.0,Sarandë - Rruga Mitat Hoxha,183150.0,182496.9925
72.0,72.0,1.0,7,I Perdorur,Apartament,Plotesisht i mobiluar,1127.0,Po,Në dispozicion,jo,1875.0,"Vlorë - Rr"" Murat Terbaci "" Vlore",135000.0,133952.20277056276
404.0,404.0,8.0,2,I Perdorur,Komercial,E pa mobiluar,236.0,Po,Në dispozicion,jo,1188.118811881188,Durrës - Lagja nr.5,480000.0,480077.29380952375
48.0,35.0,1.0,1,I Perdorur,Tjeter,Plotesisht i mobiluar,191.0,Po,Në dispozicion,jo,2600.0,Vlorë - ,124800.0,112684.03333333334
196.0,196.0,1.0,4,Listimet e fundit,Apartament,E pa mobiluar,355.0,Po,Në dispozicion,po,14.285714285714286,Tirana - ,2800.0,2951.6643689643693
123.0,123.0,3.0,3,Listimet e fundit,Apartament,Plotesisht i mobiluar,177.0,Jo,Në dispozicion,jo,1500.0,Tirana - ,184500.0,187072.28916666668
70.0,60.0,1.0,5,Listimet e fundit,Apartament,E pa mobiluar,33.0,Jo,Në dispozicion,jo,1657.142857142857,Tirana - ,116000.0,116415.68173826173
142.0,142.0,4.0,1,Listimet e fundit,Tjeter,Plotesisht i mobiluar,337.0,Po,Rezervuar,po,7.746478873239437,Tirana - Prane Sheshit Wilson. Bllok,1100.0,1841.9139707635359
47.0,30.0,1.0,,I Perdorur,Tjeter,E pa mobiluar,66.0,Në proces certifikimi,Në dispozicion,jo,574.468085106383,Durrës - Tregu industrial,27000.0,35593.66277777778
70.0,61.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,441.0,Në proces certifikimi,Në dispozicion,jo,1303.7142857142858,Durrës - Golem,91260.0,91226.6559485236
72.0,63.0,1.0,4,Në ndërtim,Apartament,E pa mobiluar,196.0,Jo,Në dispozicion,jo,1504.1666666666667,Durrës - Qerret,108300.0,108400.13324099513
128.0,87.0,1.0,1,Listimet e fundit,Komercial,E pa mobiluar,386.0,Po,Në dispozicion,po,17.96875,Tirana - ,2300.0,2345.9027544823593
74.0,74.0,2.0,4,I Perdorur,Apartament,Plotesisht i mobiluar,912.0,Po,Në dispozicion,jo,1756.7567567567567,Durrës - Drejtoria e Policise,130000.0,129289.44423654776
72.0,60.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,187.0,Jo,Në dispozicion,jo,1243.75,Durrës - Golem,89550.0,89544.81226907745
148.0,124.0,2.0,2,Listimet e fundit,Tjeter,E pa mobiluar,772.0,Jo,Në dispozicion,po,10.81081081081081,Tirana - Altana Luxury,1600.0,1609.0537970140715
118.0,105.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,326.0,Jo,Në dispozicion,jo,1403.3898305084747,Tirana - Akses Tirana. Ish Dogana. Tirane,165600.0,163039.36555555556
73.0,64.0,1.0,3,I Perdorur,Apartament,Plotesisht i mobiluar,160.0,Po,Në dispozicion,jo,1986.3013698630136,Durrës - ,145000.0,144791.57213203463
68.0,61.0,1.0,,I Perdorur,Apartament,E pa mobiluar,134.0,Në proces certifikimi,Në dispozicion,jo,1290.4411764705883,Durrës - Qerret,87750.0,88649.39429823792
56.0,50.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,591.0,Po,Në dispozicion,jo,1367.857142857143,Durrës - ,76600.0,76818.81123214286
95.0,82.0,2.0,9,I Perdorur,Apartament,Plotesisht i mobiluar,345.0,Në proces certifikimi,Në dispozicion,jo,1631.578947368421,Tirana - ,155000.0,153152.23603641457
72.0,63.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,27.0,Në proces certifikimi,Në dispozicion,jo,1046.111111111111,Tirana - ,75320.0,75186.35771247005
6500.0,6500.0,1.0,,I Perdorur,Toke,E pa mobiluar,167.0,Po,Në dispozicion,jo,50.0,Tirana - ,325000.0,382919.1085714286
96.0,106.0,2.0,3,Listimet e fundit,Apartament,Gjysme i mobiluar,245.0,Po,Në dispozicion,po,11.458333333333334,Tirana - ,1100.0,1221.5538086612735
89.0,77.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,36.0,Në proces certifikimi,Në dispozicion,jo,1403.6179775280898,Durrës - ,124922.0,124942.81023125997
83.0,71.0,1.0,3,Në ndërtim,Apartament,E pa mobiluar,73.0,Në proces certifikimi,Në dispozicion,jo,1043.6144578313254,Tirana - ,86620.0,86097.98200855065
750.0,364.0,8.0,3,I Perdorur,Vile,Gjysme i mobiluar,120.0,Po,Në dispozicion,jo,933.3333333333334,Durrës - Ura e Dajlanit,700000.0,715767.0985294118
77.0,51.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,344.0,Jo,Në dispozicion,jo,1814.025974025974,Durrës - Mali i robit,139680.0,138691.02794679877
59.0,47.0,1.0,,c21al-new.in_project,Apartament,E pa mobiluar,58.0,Në proces certifikimi,Në dispozicion,jo,1192.0677966101696,Durrës - Rruga Pavaresia,70332.0,69845.27198922509
68.0,61.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,118.0,Në proces certifikimi,Në dispozicion,jo,1305.735294117647,Durrës - ,88790.0,88816.32103312448
56.0,56.0,2.0,1,I Perdorur,Apartament,Plotesisht i mobiluar,1737.0,Po,Në dispozicion,jo,1546.4285714285713,Shëngjin - ,86600.0,85560.69467261905
132.0,99.0,2.0,,I Perdorur,Komercial,,503.0,Po,Në dispozicion,jo,1787.878787878788,Tirana - ,236000.0,229275.51615384617
53.0,53.0,1.0,3,Listimet e fundit,Apartament,E pa mobiluar,1456.0,Po,Në dispozicion,jo,1792.4528301886792,Durrës - ,95000.0,95254.944
63.0,53.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,268.0,Në proces certifikimi,Në dispozicion,jo,1007.936507936508,Durrës - ,63500.0,64183.15600768201
150.0,150.0,2.0,18,I Perdorur,Apartament,Plotesisht i mobiluar,234.0,Po,Në dispozicion,po,12.0,Tirana - Rezidenca Ambasador 3,1800.0,1788.5742063492062
106.0,93.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,868.0,Në proces certifikimi,Në dispozicion,jo,2500.0,Tirana - ,265000.0,263105.99780264276
53.0,46.0,1.0,5,Në ndërtim,Apartament,E pa mobiluar,123.0,Në proces certifikimi,Në dispozicion,jo,1147.8301886792453,Durrës - ,60835.0,60004.179839914475
102.0,90.0,2.0,7,I Perdorur,Tjeter,Plotesisht i mobiluar,406.0,Po,Në dispozicion,jo,1519.6078431372548,Durrës - ,155000.0,154865.52622169495
154.0,136.0,2.0,5,Listimet e fundit,Apartament,,1243.0,Jo,Në dispozicion,jo,2207.7922077922076,Tirana - Pran Klani,340000.0,350886.54166666674
151.0,116.0,2.0,16,Në ndërtim,Apartament,E pa mobiluar,402.0,Jo,Në dispozicion,jo,2165.562913907285,Tirana - Rruga Xhanfize Keko,327000.0,331820.04583333334
50.0,50.0,1.0,,I Perdorur,Apartament,E pa mobiluar,658.0,Po,Në dispozicion,jo,2100.0,Tirana - ,105000.0,109251.45454545454
121.0,121.0,1.0,2,Listimet e fundit,Tjeter,E pa mobiluar,671.0,Në proces certifikimi,Në dispozicion,po,30.578512396694215,Tirana - Rainbow Center,3700.0,7154.85
50.0,45.0,1.0,3,I Perdorur,Apartament,E pa mobiluar,351.0,Jo,Në dispozicion,jo,1100.0,Durrës - ,55000.0,55153.3804182484
153.0,121.0,3.0,5,Në ndërtim,Apartament,E pa mobiluar,279.0,Në proces certifikimi,Në dispozicion,jo,1581.6993464052287,Tirana - ,242000.0,240997.4614285714
90.0,77.0,2.0,5,Listimet e fundit,Apartament,E pa mobiluar,356.0,Në proces certifikimi,Në dispozicion,jo,1222.2222222222222,Tirana - ,110000.0,109603.3944539725
64.0,56.0,1.0,6,Në ndërtim,Apartament,E pa mobiluar,143.0,Në proces certifikimi,Në dispozicion,jo,1153.59375,Durrës - ,73830.0,73747.11654815229
235.0,235.0,1.0,,I Perdorur,Komercial,,811.0,Jo,Në dispozicion,po,4.680851063829787,Tirana - Astir,1100.0,1460.472505411255
92.0,85.0,2.0,11,I Perdorur,Apartament,Plotesisht i mobiluar,107.0,Po,Në dispozicion,po,14.673913043478262,Tirana - Rruga Sami  Frasheri,1350.0,1391.0883935917027
7000.0,7000.0,1.0,1,I Perdorur,Toke,E pa mobiluar,86.0,Po,Në dispozicion,jo,120.0,Vorë - ,840000.0,500432.0685714286
75.0,67.0,1.0,,I Perdorur,Komercial,Gjysme i mobiluar,169.0,Po,Në dispozicion,jo,4400.0,Tirana - ,330000.0,319071.875
170.0,156.0,2.0,6,I Perdorur,Apartament,Plotesisht i mobiluar,975.0,Po,Në dispozicion,jo,2235.294117647059,Tirana - ,380000.0,387687.75
84.0,73.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,183.0,Jo,Në dispozicion,jo,1208.5714285714287,Durrës - Qerret,101520.0,101555.38163104662
1500.0,900.0,1.0,1,I Perdorur,Tjeter,E pa mobiluar,360.0,Po,Në dispozicion,po,2.3333333333333335,Tirana - ,3500.0,3144.2758269701735
119.0,102.0,2.0,3,Listimet e fundit,Apartament,Plotesisht i mobiluar,620.0,Në proces certifikimi,Në dispozicion,jo,3730.252100840336,Tirana - LAKE VIEW - RRUGA KRISTO LUARASI,443900.0,430491.225
87.0,78.0,2.0,3,Listimet e fundit,Apartament,Gjysme i mobiluar,356.0,Jo,Në dispozicion,jo,2011.4942528735633,Vlorë - ,175000.0,175156.73824561402
193.0,193.0,3.0,2,Në ndërtim,Vile,E pa mobiluar,96.0,Jo,Në dispozicion,jo,1917.0984455958549,Durrës - ,370000.0,370834.4947344322
191.0,112.0,3.0,4,I Perdorur,Tjeter,Plotesisht i mobiluar,379.0,Po,Në dispozicion,jo,2617.801047120419,Vlorë - Lungomare 2,500000.0,486668.04166666674
456.0,322.0,5.0,2,Në ndërtim,Vile,E pa mobiluar,165.0,Në proces certifikimi,Në dispozicion,jo,1271.9298245614036,Tirana - ,580000.0,578022.9366666666
269.0,6000.0,4.0,2,I Perdorur,Tjeter,Plotesisht i mobiluar,1126.0,Po,Në dispozicion,jo,973.9776951672862,Shkodër - ,262000.0,291201.0
412.0,109.0,5.0,3,I Perdorur,Vile,,331.0,Po,Në dispozicion,jo,728.1553398058253,Durrës - ,300000.0,283562.2083333333
126.0,105.0,2.0,20,Në ndërtim,Apartament,E pa mobiluar,1856.0,Në proces certifikimi,Në dispozicion,jo,1849.2063492063492,Tirana - Rruga Dritan Hoxha,233000.0,232188.25
110.0,94.0,2.0,5,Në ndërtim,Apartament,E pa mobiluar,782.0,Jo,Në dispozicion,jo,1100.0,Tirana - Rruga Lidhja e Prizrenit,121000.0,119942.25793854544
62.0,55.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,284.0,Në proces certifikimi,Në dispozicion,jo,847.258064516129,Durrës - ,52530.0,53147.50285683805
590.0,301.0,5.0,3,I Perdorur,Tjeter,E pa mobiluar,153.0,Po,Në dispozicion,jo,542.3728813559322,Tirana - ,320000.0,341833.4345238095
103.0,89.0,2.0,8,Në ndërtim,Apartament,E pa mobiluar,293.0,Në proces certifikimi,Në dispozicion,jo,1203.883495145631,Tirana - ,124000.0,124261.97871060084
264.0,191.0,3.0,2,I Perdorur,Tjeter,Gjysme i mobiluar,169.0,Po,Në dispozicion,jo,568.1818181818181,Tirana - ,150000.0,154324.47542653428
74.0,64.0,1.0,2,Në ndërtim,Apartament,E pa mobiluar,80.0,Në proces certifikimi,Në dispozicion,jo,1044.3243243243244,Tirana - ,77280.0,77179.32889629052
4000.0,4000.0,1.0,1,Listimet e fundit,Toke,E pa mobiluar,913.0,Po,Në dispozicion,jo,30.0,Tirana - Petrele,120000.0,278708.72
126.0,112.0,3.0,6,Në ndërtim,Apartament,E pa mobiluar,266.0,Në proces certifikimi,Në dispozicion,jo,767.063492063492,Kamëz - Institut Kamez,96650.0,93018.72756521255
99.0,87.0,2.0,1,Në ndërtim,Apartament,E pa mobiluar,219.0,Jo,Në dispozicion,jo,1404.2424242424242,Durrës - Qerret,139020.0,139076.2326759955
38.0,38.0,1.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,723.0,Po,Në dispozicion,jo,1184.2105263157894,Shëngjin - Ishull Shengjin,45000.0,45480.17957837301
209.0,178.0,3.0,2,I Perdorur,Vile,,428.0,Jo,Në dispozicion,jo,3588.5167464114834,Durrës - ,750000.0,744582.9
91.0,79.0,2.0,2,Në ndërtim,Apartament,E pa mobiluar,288.0,Në proces certifikimi,Në dispozicion,jo,1854.0,Tirana - Bulevardi i Ri,168714.0,167645.89993040293
145.0,116.0,2.0,9,Listimet e fundit,Apartament,E pa mobiluar,135.0,Jo,Në dispozicion,jo,3296.551724137931,Tirana - 9 Kateshet,478000.0,471448.9666666666
228.0,114.0,4.0,1,I Perdorur,Vile,E pa mobiluar,228.0,Po,Në dispozicion,jo,701.7543859649123,Durrës - ,160000.0,149610.96432097314
105.0,97.0,2.0,2,I Perdorur,Apartament,Plotesisht i mobiluar,183.0,Në proces certifikimi,Në dispozicion,jo,2761.904761904762,Durrës - San Pietro. Gjiri i Lalzit,290000.0,291598.6581865236
100.0,100.0,3.0,5,I Perdorur,Tjeter,Plotesisht i mobiluar,719.0,Po,Në dispozicion,jo,1400.0,Tirana - Rruga 5 Maji,140000.0,139785.66769444442
100.0,87.0,2.0,4,Listimet e fundit,Apartament,Plotesisht i mobiluar,709.0,Po,Në dispozicion,jo,1290.0,Durrës - ,129000.0,129377.68576882266
100.0,88.0,1.0,1,Listimet e fundit,Komercial,Plotesisht i mobiluar,201.0,Po,Në dispozicion,jo,2200.0,Tirana - Ish Fusha e Aviacionit,220000.0,221327.31816239317
70.0,61.0,1.0,1,Në ndërtim,Apartament,E pa mobiluar,285.0,Në proces certifikimi,Në dispozicion,jo,2214.285714285714,Durrës - ,155000.0,155358.4515873016
78.0,69.0,2.0,4,Në ndërtim,Apartament,E pa mobiluar,32.0,Jo,Në dispozicion,jo,1206.1538461538462,Durrës - Golem,94080.0,94290.78719861945
900.0,900.0,1.0,,I Perdorur,Toke,E pa mobiluar,322.0,Po,Në dispozicion,jo,155.55555555555554,Durrës - Unaza,140000.0,198844.7916666667
